"Age..range","Catalog.ID","Note.on.data","Note.on.methods","Note.on.country","Note.on.population","Contraceptive.use.ANY","Contraceptive.use.MODERN","Contraceptive.use.TRADITIONAL","Unmet","GEO.biases..unknown.direction.","Non.pregnant.and.other.positive.biases","Negative.bias","Population.type","age.cat.bias","Modern.method.bias","Folk.method.positive.bias","Absence.of.probing.questions.bias...1","ISO.code","Country","Start.year_Year","End.year_Year","Start.year","End.year","Source.name","Data.series.type","EXCLUDE1isyes","SurveyID","SE.logR.modern.nouse","SE.logR.trad.nouse","SE.logR.unmet.noneed","SE.modern","SE.trad","SE.unmet","In.union","rec_ID"
"15-49",7823,"Figures by method do not sum up to total. Missing answers about specific contraceptive method used not assigned to modern or traditional.",NA,NA,NA,33.6,27.3,6.2,17.3,NA,NA,NA,"MW","0",NA,NA,0,296,"Kiribati",2018,2019,2018.832877,2019.082192,"2018-2019 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_7823_2018_NA"
"15-49",2744,NA,NA,NA,"Data pertain to non-pregnant women.",39,37.3,1.7,NA,NA,"+",NA,"MW","0",NA,NA,0,414,"Kuwait",1984,1985,1984,1985,"1984-1985 HS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2744_1984_NA"
"15-49",185,NA,NA,"Data pertain to nationals of the country.",NA,34.6,31.7,2.9,NA,"Data pertain to nationals of the country.",NA,NA,"MW","0",NA,NA,1,414,"Kuwait",1987,1987,1987,1987,"1987 CHS","GFHS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_185_1987_Data pertain to nationals of the country."
"<50",2840,NA,NA,"Data pertain to Kuwait City and Jahra.","Data pertain to non-pregnant women.",49.8,47.4,2.5,NA,"Data pertain to Kuwait City and Jahra.","+",NA,"MW","?",NA,NA,0,414,"Kuwait",1994,1994,1994,1994,"1994 Survey","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2840_1994_Data pertain to Kuwait City and Jahra."
"15-49",815,NA,NA,"Data pertain to nationals of the country.",NA,50.2,40.9,9.3,NA,"Data pertain to nationals of the country.",NA,NA,"MW","0",NA,NA,0,414,"Kuwait",1996,1996,1996,1996,"1996 FHS","GFHS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_815_1996_Data pertain to nationals of the country."
"15-49",2888,NA,NA,NA,"Data pertain to non-pregnant women.",52,39.3,12.9,NA,NA,"+",NA,"MW","0",NA,NA,0,414,"Kuwait",1999,1999,1999,1999,"1999 Survey","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2888_1999_NA"
"15-49",1782,NA,NA,NA,NA,59.54290588,48.88308257,10.65982331,11.83612728,NA,NA,NA,"MW","0",NA,NA,0,417,"Kyrgyzstan",1997,1997,1997.580822,1997.912329,"1997 DHS","DHS",0,"ky31",0.066950728,0.088121227,0.068457162,0.015949145,0.008052784,0.00762479,1,"1_1782_1997_NA"
"15-49",652,NA,NA,NA,NA,47.76110807,45.72305384,2.038054224,NA,NA,NA,NA,"MW","0",NA,NA,1,417,"Kyrgyzstan",2005,2006,2005.961644,2006.090411,"2005-2006 MICS","MICS",0,"kywm3",0.056771917,0.168821979,NA,0.013957524,0.003338338,NA,1,"1_652_2005_NA"
"15-49",5457,NA,NA,NA,NA,36.29187518,33.67072313,2.621152052,18.02110748,NA,NA,NA,"MW","0",NA,NA,0,417,"Kyrgyzstan",2012,2012,2012.581967,2012.997268,"2012 DHS","DHS",0,"ky61",0.037256639,0.108244088,0.048627567,0.008105205,0.002689365,0.007063924,1,"1_5457_2012_NA"
"15-49",5577,NA,NA,NA,NA,41.91864521,39.94052088,1.978124329,19.09589631,NA,NA,NA,"MW","0",NA,NA,0,417,"Kyrgyzstan",2014,2014,2014.309589,2014.493151,"2014 MICS","MICS",0,"kywm5",0.042019496,0.117617058,0.050768531,0.009884643,0.002218335,0.008104901,1,"1_5577_2014_NA"
"15-49",7582,NA,NA,NA,NA,39.3763412,37.8108681,1.565473102,19.73471917,NA,NA,NA,"MW","0",NA,NA,0,417,"Kyrgyzstan",2018,2018,2018.665753,2018.871233,"2018 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_7582_2018_NA"
"15-49",23,NA,NA,NA,NA,18.6,15.1,3.5,NA,NA,NA,NA,"MW","0",NA,NA,0,418,"Lao People's Dem. Republic",1993,1993,1993.328767,1993.49589,"1993 SIS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_23_1993_NA"
"15-49",770,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,"MW","0",NA,NA,0,418,"Lao People's Dem. Republic",1994,1995,1994.665753,1995.161644,"1994-1995 FBSS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_770_1994_NA"
"15-49",680,NA,"Traditional methods include folk methods.",NA,NA,32.2,28.9,3.2,39.5,NA,NA,NA,"MW","0",NA,"Including folk methods.",0,418,"Lao People's Dem. Republic",2000,2000,2000,2000,"2000 RHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_680_2000_NA"
"15-49",4618,NA,NA,NA,NA,38.4,35,3.4,27.3,NA,NA,NA,"MW","0",NA,NA,0,418,"Lao People's Dem. Republic",2005,2005,2005.747945,2005.830137,"2005 RHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_4618_2005_NA"
"15-49",5062,NA,NA,NA,NA,49.64620322,42.6680544,6.97814882,19.93087309,NA,NA,NA,"MW","0",NA,NA,0,418,"Lao People's Dem. Republic",2011,2012,2011.665753,2012.161202,"2011-2012 DHS-MICS Special","DHS",0,"lawm4",0.028212915,0.045222128,0.026976573,0.006549734,0.002752868,0.004612437,1,"1_5062_2011_NA"
"15-49",7348,NA,NA,NA,NA,56.2757987,51.04010134,5.235697354,13.30297503,NA,NA,NA,"MW","0",NA,NA,1,418,"Lao People's Dem. Republic",2017,2017,2017.49589,2017.745205,"2017 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_7348_2017_NA"
"18-49",2856,NA,NA,NA,NA,67.89250354,55.58698727,12.30551627,16.8,NA,NA,NA,"MW","+",NA,NA,1,428,"Latvia",1995,1995,1995.665753,1995.830137,"1995 FFS","FFS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2856_1995_NA"
"15-49",804,NA,"Figures by method do not add up to the total because some methods are used in combination.",NA,NA,53,NA,NA,NA,NA,NA,NA,"MW","0",NA,NA,0,422,"Lebanon",1971,1971,1971.468493,1971.720548,"1971 NFFPS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_804_1971_NA"
"15-49",3174,NA,NA,"Data pertain to South Lebanon.",NA,61.7,46.7,15.1,NA,"Data pertain to South Lebanon.",NA,NA,"MW","0",NA,NA,0,422,"Lebanon",1983,1984,1983.161644,1983.493151,"1983-1984 CPS","CPS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_3174_1983_Data pertain to South Lebanon."
"15-49",3174,NA,NA,"Data pertain to West Bekaa.",NA,68.8,30.7,37.9,NA,"Data pertain to West Bekaa.",NA,NA,"MW","0",NA,NA,0,422,"Lebanon",1983,1984,1983.161644,1983.493151,"1983-1984 CPS","CPS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_3174_1983_Data pertain to West Bekaa."
"15-49",711,NA,NA,NA,NA,61.1,37.2,23.8,NA,NA,NA,NA,"MW","0",NA,NA,0,422,"Lebanon",1996,1996,1996,1996.245902,"1996 MCHS","PAPCHILD",0,NA,NA,NA,NA,NA,NA,NA,1,"1_711_1996_NA"
"15-49",1932,NA,NA,NA,NA,62.7,40.4,22.2,NA,NA,NA,NA,"MW","0",NA,NA,0,422,"Lebanon",2000,2000,2000.833333,2000.997268,"2000 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_1932_2000_NA"
"15-49",2416,NA,NA,NA,NA,58,34.2,23.8,NA,NA,NA,NA,"MW","0",NA,NA,0,422,"Lebanon",2004,2004,2004.259563,2004.904372,"2004 FHS","PAPFAM",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2416_2004_NA"
"15-49",4872,"Adjusted.",NA,NA,NA,54.5,46.8,7.7,NA,NA,NA,NA,"MW","0",NA,NA,0,422,"Lebanon",2009,2009,2009.2,2009.953425,"2009 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_4872_2009_NA"
"15-49",639,NA,NA,NA,NA,6,3,3,NA,NA,NA,NA,"MW","0",NA,NA,0,426,"Lesotho",1977,1977,1977.246575,1977.99726,"1977 WFS","WFS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_639_1977_NA"
"15-49",5135,NA,NA,NA,"Data pertain to women exposed to the risk of pregnancy (non-pregnant, who has ever had sex).",28.6,NA,NA,NA,NA,NA,NA,"SA","0",NA,NA,0,426,"Lesotho",1995,1995,1995,1995,"1995 Women's Health Survey","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_5135_1995_NA"
"15-49",1920,NA,NA,NA,NA,30.43133104,29.58454618,0.846784864,NA,NA,NA,NA,"MW","0",NA,NA,1,426,"Lesotho",2000,2000,2000.163934,2000.412568,"2000 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_1920_2000_NA"
"Dec-49",1676,NA,NA,NA,NA,40.6,36.1,4.5,NA,NA,NA,NA,"MW","?",NA,NA,0,426,"Lesotho",2001,2001,2001.361644,2001.493151,"2001 DS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_1676_2001_NA"
"Dec-49",2923,NA,"Data pertain to methods used during  the last month.",NA,"Data pertain to sexually active, married women.",38,34.7,5.9,NA,NA,NA,NA,"MW","?",NA,NA,0,426,"Lesotho",2002,2002,2002,2002,"2002 RHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2923_2002_NA"
"15-49",1808,NA,NA,NA,NA,37.30018159,35.17932121,2.120860375,30.98041271,NA,NA,NA,"MW","0",NA,NA,0,426,"Lesotho",2004,2005,2004.666667,2005.082192,"2004 DHS","DHS",0,"ls41",0.047362651,0.126597663,0.047029051,0.008069487,0.001714796,0.006978255,1,"1_1808_2004_NA"
"15-49",4947,NA,NA,NA,NA,47.02880324,45.62331688,1.405486362,23.27867218,NA,NA,NA,"MW","0",NA,NA,0,426,"Lesotho",2009,2010,2009.747945,2010.082192,"2009 DHS","DHS",0,"ls61",0.04351837,0.16004459,0.056131502,0.01088227,0.002245399,0.008719281,1,"1_4947_2009_NA"
"Dec-49",5608,"Data pertains to women who are living with a partner, or are monogamously or polygamously married.",NA,NA,NA,63.42277705,60.84445979,2.578317257,NA,NA,NA,NA,"MW","?",NA,NA,0,426,"Lesotho",2011,2011,2011.290411,2011.375342,"2011 DS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_5608_2011_NA"
"15-49",5769,NA,NA,NA,NA,60.15056698,59.79442073,0.356146248,18.42795358,NA,NA,NA,"MW","0",NA,NA,0,426,"Lesotho",2014,2014,2014.665753,2014.99726,"2014 DHS","DHS",0,"ls71",0.046976725,0.333779955,0.063222994,0.011310475,0.001187969,0.008193602,1,"1_5769_2014_NA"
"15-49",7583,NA,NA,NA,NA,64.9305733,64.57463294,0.355940362,16.00816868,NA,NA,NA,"MW","0",NA,NA,1,426,"Lesotho",2018,2018,2018.246575,2018.745205,"2018 MICS","MICS",0,"lswm6",0.046386471,0.303326244,0.071725987,0.0104787,0.001070266,0.008183267,1,"1_7583_2018_NA"
"15-49",1802,NA,NA,NA,NA,6.422166792,5.542273113,0.87989368,32.8,NA,NA,NA,"MW","0",NA,NA,0,430,"Liberia",1986,1986,1986.084932,1986.578082,"1986 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_1802_1986_NA"
"15-49",647,NA,NA,NA,NA,11.44803245,10.25945573,1.188576723,35.61084595,NA,NA,NA,"MW","0",NA,NA,0,430,"Liberia",2006,2007,2006.915068,2007.326027,"2007 DHS","DHS",0,"lb50",0.090758064,0.176193026,0.051892082,0.008301482,0.002042675,0.011018507,1,"1_647_2006_NA"
"15-49",5469,NA,NA,NA,NA,20.23512033,19.06417996,1.170940371,31.10194771,NA,NA,NA,"MW","0",NA,NA,0,430,"Liberia",2013,2013,2013.161644,2013.578082,"2013 DHS","DHS",0,"lb6a",0.084554117,0.396444119,0.050183478,0.012715764,0.004515029,0.01051697,1,"1_5469_2013_NA"
"15-49",7832,NA,NA,NA,NA,24.94785699,23.84060607,1.107250917,33.43743658,NA,NA,NA,"MW","0",NA,NA,0,430,"Liberia",2019,2020,2019.747945,2020.15847,"2019-2020 DHS","DHS",0,"lb7a",0.059688659,0.259759386,0.062515227,0.010801727,0.002835481,0.012636414,1,"1_7832_2019_NA"
"15-49",757,NA,NA,NA,NA,45.2,25.7,19.6,NA,NA,NA,NA,"MW","0",NA,NA,0,434,"Libya",1995,1995,1995,1995,"1995 MCH","PAPCHILD",0,NA,NA,NA,NA,NA,NA,NA,1,"1_757_1995_NA"
"15-49",7537,NA,NA,NA,NA,44.5,23.7,20.8,NA,NA,NA,NA,"MW","0",NA,NA,0,434,"Libya",2003,2003,2003.49589,2003.663014,"2003 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_7537_2003_NA"
"15-49",4527,NA,NA,NA,NA,41.9,20.4,21.5,27,NA,NA,NA,"MW","0",NA,NA,0,434,"Libya",2007,2007,2007.328767,2007.830137,"2007 FHS","PAPFAM",0,NA,NA,NA,NA,NA,NA,NA,1,"1_4527_2007_NA"
"15-49",7050,NA,NA,NA,NA,27.7,16.3,11.4,40.2,NA,NA,NA,"MW","0",NA,NA,0,434,"Libya",2014,2014,2014,2014,"2014 NFHS","PAPFAM",0,NA,NA,NA,NA,NA,NA,NA,1,"1_7050_2014_NA"
"18-49",2841,NA,NA,NA,NA,50.70883315,33.15158124,17.55725191,18,NA,NA,NA,"MW","+",NA,NA,1,440,"Lithuania",1994,1995,1994.747945,1995.99726,"1994-1995 FFS","FFS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2841_1994_NA"
"18-49",5438,NA,"Modern methods include some cases of sterilisation for non-contraceptive reasons.",NA,NA,65.1,52.3,12.8,NA,NA,NA,NA,"MW","+","+",NA,1,440,"Lithuania",2006,2006,2006.246575,2006.994521,"2006 GGS","GGS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_5438_2006_NA"
"20-49",5763,"Contraceptive use questions were asked only among women with a partner.","Modern methods exclude female and male sterilisation.",NA,NA,68.58006042,51.35951662,17.22054381,NA,NA,NA,NA,"MW","+","-",NA,1,440,"Lithuania",2009,2009,2009.452055,2009.953425,"2009 GGS","GGS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_5763_2009_NA"
"15-49",1708,NA,NA,NA,NA,16.71905305,5.125120848,11.5939322,32.31445126,NA,NA,NA,"MW","0",NA,NA,0,450,"Madagascar",1992,1992,1992.330601,1992.912568,"1992 DHS","DHS",0,"md21",0.108461796,0.087682376,0.05275803,0.005046458,0.008698574,0.010244804,1,"1_1708_1992_NA"
"15-49",1729,NA,NA,NA,NA,19.44848446,9.749364996,9.699119464,27.6610058,NA,NA,NA,"MW","0",NA,NA,0,450,"Madagascar",1997,1997,1997.665753,1997.99726,"1997 DHS","DHS",0,"md31",0.095215193,0.076484427,0.0450506,0.008323534,0.006652886,0.008321715,1,"1_1729_1997_NA"
"15-49",3179,NA,NA,NA,NA,25,12.9,12.1,NA,NA,NA,NA,"MW","0",NA,NA,0,450,"Madagascar",1999,1999,1999,1999,"1999 Survey","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_3179_1999_NA"
"15-49",1891,NA,NA,NA,NA,18.8412734,NA,NA,NA,NA,NA,NA,"MW","0",NA,NA,0,450,"Madagascar",2000,2000,2000.590164,2000.775956,"2000 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_1891_2000_NA"
"15-49",1734,NA,NA,NA,NA,27.13845123,18.3087983,8.829652923,24.48411929,NA,NA,NA,"MW","0",NA,NA,0,450,"Madagascar",2003,2004,2003.832877,2004.245902,"2003-2004 DHS","DHS",0,"md42",0.090701746,0.106839123,0.052994581,0.012858724,0.008028428,0.009799823,1,"1_1734_2003_NA"
"15-49",4691,NA,NA,NA,NA,39.92902442,29.13449521,10.79452922,18.98405826,NA,NA,NA,"MW","0",NA,NA,0,450,"Madagascar",2008,2009,2008.833333,2009.663014,"2008-2009 DHS","DHS",0,"md51",0.03917202,0.050242576,0.035989978,0.007698704,0.004571266,0.005318218,1,"1_4691_2008_NA"
"15-49",7412,NA,NA,NA,NA,39.8,33.3,6.4,NA,NA,NA,NA,"MW","0",NA,NA,0,450,"Madagascar",2012,2013,2012,2013,"2012-2013 ENSOMD","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_7412_2012_NA"
"15-49",7650,NA,NA,NA,NA,47.9,38.9,9,16.4,NA,NA,NA,"MW","0",NA,NA,0,450,"Madagascar",2017,2017,2017.454795,2017.6,"2017 TRaC","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_7650_2017_NA"
"15-49",7586,NA,NA,NA,NA,44.38884842,40.38732259,4.001525825,15.28783793,NA,NA,NA,"MW","0",NA,NA,0,450,"Madagascar",2018,2018,2018.580822,2018.912329,"2018 MICS","MICS",0,"mdwm6",0.034490175,0.089282697,0.039203795,0.008281812,0.003418057,0.004858307,1,"1_7586_2018_NA"
"15-49",7833,"Preliminary data.",NA,NA,NA,49.7,42.7,7,14.6,NA,NA,NA,"MW","0",NA,NA,0,450,"Madagascar",2020,2020,2020.248634,2020.579235,"2020 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_7833_2020_NA"
"15-49",712,NA,NA,NA,NA,6.9,3.2,3.7,NA,NA,NA,NA,"MW","0",NA,NA,0,454,"Malawi",1984,1984,1984.330601,1984.494536,"1984 FFS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_712_1984_NA"
"15-49",1834,NA,NA,NA,NA,13.00671173,7.359563263,5.647148471,36.51506943,NA,NA,NA,"MW","0",NA,NA,0,454,"Malawi",1992,1992,1992.666667,1992.912568,"1992 DHS","DHS",0,"mw26",0.084788193,0.090063398,0.046281492,0.00576808,0.004788354,0.009935008,1,"1_1834_1992_NA"
"15-49",4952,NA,NA,NA,NA,21.9,14.4,7.5,NA,NA,NA,NA,"MW","0",NA,NA,0,454,"Malawi",1996,1996,1996.415301,1996.830601,"1996 KAPS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_4952_1996_NA"
"15-49",1833,NA,NA,NA,NA,30.64917745,26.11808377,4.531093682,29.94619779,NA,NA,NA,"MW","0",NA,NA,0,454,"Malawi",2000,2000,2000.497268,2000.912568,"2000 DHS","DHS",0,"mw42",0.038856214,0.060504204,0.029104999,0.007607657,0.002705242,0.006016694,1,"1_1833_2000_NA"
"15-49",1885,NA,NA,NA,NA,32.47104383,28.14600793,4.325035899,30.29757396,NA,NA,NA,"MW","0",NA,NA,0,454,"Malawi",2004,2005,2004.748634,2005.082192,"2004 DHS","DHS",0,"mw4e",0.033696758,0.078382351,0.033091268,0.006699665,0.003191147,0.00633526,1,"1_1885_2004_NA"
"15-49",1845,NA,NA,NA,NA,41.0162764,38.63413272,2.38214368,NA,NA,NA,NA,"MW","0",NA,NA,1,454,"Malawi",2006,2006,2006.534247,2006.871233,"2006 MICS","MICS",0,"mwwm3",0.026229309,0.06921681,NA,0.006235768,0.001621813,NA,1,"1_1845_2006_NA"
"15-49",4692,NA,NA,NA,NA,46.11084509,42.23590994,3.87493515,26.1975872,NA,NA,NA,"MW","0",NA,NA,0,454,"Malawi",2010,2010,2010.413699,2010.912329,"2010 DHS","DHS",0,"mw61",0.03039161,0.061982066,0.031209553,0.007320586,0.002282249,0.00519782,1,"1_4692_2010_NA"
"15-49",5582,NA,NA,NA,NA,58.59982232,57.35197492,1.247847396,19.43945176,NA,NA,NA,"MW","0",NA,NA,1,454,"Malawi",2013,2014,2013.832877,2014.320548,"2013-2014 MICS","MICS",0,"mwwm5",0.024045286,0.186432493,0.039817284,0.005865323,0.002282069,0.00494642,1,"1_5582_2013_NA"
"15-49",5952,NA,NA,NA,NA,59.2206713,58.05745743,1.163213868,18.67440663,NA,NA,NA,"MW","0",NA,NA,0,454,"Malawi",2015,2016,2015.747945,2016.161202,"2015-2016 DHS","DHS",0,"mw7a",0.023691799,0.090498419,0.030652204,0.005679759,0.001020871,0.004138224,1,"1_5952_2015_NA"
"15-49",7834,NA,NA,NA,NA,65.61312329,64.72852669,0.877578958,15.42859683,NA,NA,NA,"MW","0",NA,NA,1,454,"Malawi",2019,2020,2019.964384,2020.63388,"2019-2020 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_7834_2019_NA"
"15-44",5137,NA,NA,"Data pertain to Peninsular Malaysia.",NA,8.7,6.2,2.5,NA,"Data pertain to Peninsular Malaysia.",NA,NA,"MW","?",NA,NA,0,458,"Malaysia",1966,1967,1966,1967,"1966-1967 FS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_5137_1966_Data pertain to Peninsular Malaysia."
"15-49",16,NA,NA,"Data pertain to Peninsular Malaysia.",NA,33,23.7,9.3,NA,"Data pertain to Peninsular Malaysia.",NA,NA,"MW","0",NA,NA,0,458,"Malaysia",1974,1974,1974,1974,"1974 WFS","WFS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_16_1974_Data pertain to Peninsular Malaysia."
"15-49",2745,NA,NA,"Data pertain to Peninsular Malaysia.",NA,51.4,29.8,21.7,NA,"Data pertain to Peninsular Malaysia.",NA,NA,"MW","0",NA,NA,0,458,"Malaysia",1984,1984,1984.863388,1985.060274,"1984-1985 PFS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2745_1984_Data pertain to Peninsular Malaysia."
"15-49",2784,NA,NA,"Data pertain to Peninsular Malaysia.",NA,48.3,31.4,17,NA,"Data pertain to Peninsular Malaysia.",NA,NA,"MW","0",NA,NA,0,458,"Malaysia",1988,1988,1988,1988,"1988 FLS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2784_1988_Data pertain to Peninsular Malaysia."
"15-49",2842,"Adjusted.",NA,"Data pertain to Peninsular Malaysia.",NA,55.1,30.4,24.7,NA,"Data pertain to Peninsular Malaysia.",NA,NA,"MW","0",NA,NA,0,458,"Malaysia",1994,1994,1994,1994,"1994 PFS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2842_1994_Data pertain to Peninsular Malaysia."
"15-49",3184,"Adjusted.",NA,"Data pertain to Peninsular Malaysia.",NA,49,32.3,16.7,NA,"Data pertain to Peninsular Malaysia.",NA,NA,"MW","0",NA,NA,0,458,"Malaysia",2004,2004,2004.497268,2004.830601,"2004 PFS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_3184_2004_Data pertain to Peninsular Malaysia."
"15-49",5770,NA,NA,NA,NA,52.2,34.3,17.9,NA,NA,NA,NA,"MW","0",NA,NA,0,458,"Malaysia",2014,2014,2014.665753,2015.082192,"2014 PFS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_5770_2014_NA"
"15-49",2812,"Adjusted.",NA,NA,NA,29,19,10,NA,NA,NA,NA,"MW","0",NA,NA,0,462,"Maldives",1991,1991,1991,1991,"1991 KAP","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2812_1991_NA"
"15-49",2889,NA,NA,NA,NA,42,33,9,NA,NA,NA,NA,"MW","0",NA,NA,1,462,"Maldives",1999,1999,1999,1999,"1999 RHBS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2889_1999_NA"
"15-49",2936,NA,NA,NA,NA,39,34,5,NA,NA,NA,NA,"MW","0",NA,NA,1,462,"Maldives",2004,2004,2004,2004,"2004 RHBS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_2936_2004_NA"
"15-49",4699,NA,NA,NA,NA,34.73423644,26.97494917,7.759287264,28.63409302,NA,NA,NA,"MW","0",NA,NA,0,462,"Maldives",2009,2009,2009,2009.830137,"2009 DHS","DHS",0,"mv52",0.038551853,0.061042989,0.036864911,0.007420943,0.004266285,0.007043848,1,"1_4699_2009_NA"
"15-49",5953,NA,NA,NA,NA,18.75928082,14.80582872,3.953452094,31.399112,NA,NA,NA,"MW","0",NA,NA,0,462,"Maldives",2016,2017,2016.497268,2017.90411,"2016-2017 DHS","DHS",0,"mv71",0.055332743,0.105681269,0.040235787,0.006903034,0.003971565,0.008453527,1,"1_5953_2016_NA"
"15-49",1784,NA,NA,NA,NA,4.633446483,1.284458372,3.348988111,22.9,NA,NA,NA,"MW","0",NA,NA,0,466,"Mali",1987,1987,1987.161644,1987.663014,"1987 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1,"1_1784_1987_NA"
"15-49",1715,NA,NA,NA,NA,6.730887115,4.482200192,2.248686923,27.48583847,NA,NA,NA,"MW","0",NA,NA,0,466,"Mali",1995,1996,1995.832877,1996.412568,"1995-1996 DHS","DHS",0,"ml32",0.077084833,0.096716164,0.038506962,0.003263761,0.002097107,0.007427166,1,"1_1715_1995_NA"
"15-49",1714,NA,NA,NA,NA,8.074050795,6.978909793,1.095141002,29.62667443,NA,NA,NA,"MW","0",NA,NA,0,466,"Mali",2001,2001,2001,2001.410959,"2001 DHS","DHS",0,"ml42",0.065455579,0.138453974,0.038804811,0.004241218,0.001496059,0.007563459,1,"1_1714_2001_NA"
"15-49",1682,NA,NA,NA,NA,8.242359473,6.877334271,1.365025202,27.58883782,NA,NA,NA,"MW","0",NA,NA,0,466,"Mali",2006,2006,2006.328767,2006.99726,"2006 DHS","DHS",0,"ml53",0.068014194,0.126929397,0.035374361,0.004306115,0.001682574,0.006507972,1,"1_1682_2006_NA"
"15-49",5011,NA,NA,NA,NA,9.798936329,9.002794057,0.796142272,NA,NA,NA,NA,"MW","0",NA,NA,1,466,"Mali",2009,2010,2009,2010,"2009-2010 MICS","MICS",0,"mlwm4",0.041831802,0.108518124,0.021758665,0.003416098,0.000853093,0.004558355,1,"1_5011_2009_NA"
"15-49",5460,NA,NA,NA,NA,10.34487546,9.891482292,0.453393164,26.00328418,NA,NA,NA,"MW","0",NA,NA,0,466,"Mali",2012,2013,2012.86612,2013.09589,"2012-2013 DHS ","DHS",0,"ml60a",0.058924164,0.155399841,0.038944211,0.005251077,0.000701369,0.007100628,1,"1_5460_2012_NA"
"15-49",5677,NA,NA,NA,NA,15.57167489,15.10583244,0.46584245,30.68040516,NA,NA,NA,"MW","0",NA,NA,0,466,"Mali",2015,2015,2015.547945,2015.80274,"2015 MICS","MICS",0,"mlwm5",0.048387811,0.152286051,0.027078463,0.006193092,0.000702772,0.005717771,1,"1_5677_2015_NA"
"15-49",7626,NA,NA,NA,NA,17.24051366,16.37457861,0.865935043,23.85307871,NA,NA,NA,"MW","0",NA,NA,0,466,"Mali",2018,2018,2018.594521,2018.879452,"2018 DHS","DHS",0,"ml7a",0.053583246,0.142446465,0.038398974,0.007310226,0.001213922,0.006749434,1,"1_7626_2018_NA"
"20-45",5140,NA,"Figures by method do not add up to the total because some methods are used in combination.",NA,"Data pertain to married women who visited a practitioner belonging to the Malta College of Family Doctors.",87,NA,NA,NA,NA,NA,NA,"MW","+",NA,NA,1,470,"Malta",1971,1971,1971,1971,"1971 SFP","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_5140_1971_NA"
"20-45",3204,NA,"Figures by method do not add up to the total because some methods are used in combination.",NA,"Data pertain to married women who visited a practitioner belonging to the Malta College of Family Doctors.",85.8,NA,NA,NA,NA,NA,NA,"MW","+",NA,NA,1,470,"Malta",1993,1993,1993,1993,"1993 SFP","National survey",0,NA,NA,NA,NA,NA,NA,NA,1,"1_3204_1993_NA"
